rank,object_name,count,percentage,instance_count
11636,BenchCushion,1,0.00,1
11637,openstorage,1,0.00,2
11638,yellowenvelopes,1,0.00,7
11639,lanyards,1,0.00,1
11640,rubberducky,1,0.00,1
11641,cir,1,0.00,0
11642,rugdesign,1,0.00,1
11643,benchleg,1,0.00,1
11644,yelloshade,1,0.00,1
11645,instructionalbook,1,0.00,6
11646,sofacety,1,0.00,1
11647,Chairlegsundertable,1,0.00,1
11648,Cornerofchalkboard,1,0.00,1
11649,Table#2,1,0.00,1
11650,wainscotting,1,0.00,1
11651,outside,1,0.00,1
11652,plastictoy,1,0.00,1
11653,plasticsheet,1,0.00,2
11654,waterbottil,1,0.00,1
11655,CHAIRLEG,1,0.00,1
11656,pedastalfan,1,0.00,1
11657,bottleofwater,1,0.00,1
11658,HolePunch,1,0.00,1
11659,LetterFile,1,0.00,1
11660,LeatherChair,1,0.00,1
11661,deskandwall,1,0.00,1
11662,DustBins,1,0.00,1
11663,lockbox,1,0.00,1
11664,SinkTop,1,0.00,1
11665,FUNITURE,1,0.00,1
11666,ShirtSleeve,1,0.00,1
11667,WallTrimming,1,0.00,2
11668,Book10,1,0.00,1
11669,Book11,1,0.00,1
11670,Book12,1,0.00,1
11671,Book13,1,0.00,1
11672,Book14,1,0.00,1
11673,Book15,1,0.00,1
11674,Book16,1,0.00,1
11675,Book17,1,0.00,1
11676,Book18,1,0.00,1
11677,Book19,1,0.00,1
11678,Book20,1,0.00,1
11679,BookStack1,1,0.00,1
11680,BookStack2,1,0.00,1
11681,BookStack3,1,0.00,1
11682,BookStack4,1,0.00,1
11683,OfficeChairClothw/oarms,1,0.00,1
11684,PoorMansBookshelf,1,0.00,1
11685,Deskleft,1,0.00,1
11686,Deskright,1,0.00,1
11687,WindowSidePanel,1,0.00,1
11688,ManBag,1,0.00,1
11689,lifteindicater,1,0.00,1
11690,loftsimbole,1,0.00,1
11691,Cabineet,1,0.00,1
11692,desklamps,1,0.00,2
11693,heatorA/Cvents,1,0.00,1
11694,meter,1,0.00,4
11695,traytable,1,0.00,1
11696,Tire,1,0.00,1
11697,italiancloset,1,0.00,1
11698,printerorfaxmachine,1,0.00,1
11699,stapler?,1,0.00,1
11700,yellowbucket,1,0.00,1
11701,bluebucket,1,0.00,1
11702,whitebucket,1,0.00,1
11703,packingtube,1,0.00,1
11704,copyingpaper,1,0.00,1
11705,CabinetDoor1,1,0.00,1
11706,CabinetDoor2,1,0.00,1
11707,Cordoutlet,1,0.00,1
11708,paddedbench,1,0.00,1
11709,toiletbowl,1,0.00,2
11710,cinderblock,1,0.00,1
11711,flushconnection,1,0.00,1
11712,controlstop,1,0.00,1
11713,Pointingstick,1,0.00,1
11714,Manilaenvelope,1,0.00,1
11715,PENGLASS,1,0.00,1
11716,OFFICEEQUIPMENTS,1,0.00,2
11717,wireconduit,1,0.00,1
11718,doorway/entryway,1,0.00,1
11719,Drums,1,0.00,1
11720,MicStand,1,0.00,1
11721,DrumKit,1,0.00,1
11722,MusicStand,1,0.00,1
11723,plastictinse,1,0.00,1
11724,lader,1,0.00,1
11725,HeaterVent,1,0.00,1
11726,CarpetArea,1,0.00,1
11727,wsashbasin,1,0.00,1
11728,laundrysoap,1,0.00,1
11729,beer,1,0.00,1
11730,ironlocker,1,0.00,1
11731,booksandfiles,1,0.00,1
11732,masck,1,0.00,1
11733,conferencephone,1,0.00,1
11734,WIRECASING,1,0.00,1
11735,WINDOWTRIM,1,0.00,5
11736,Lamp&Stand,1,0.00,1
11737,sugat,1,0.00,1
11738,shambo,1,0.00,1
11739,Bamboo,1,0.00,1
11740,decal1,1,0.00,1
11741,decal2,1,0.00,1
11742,bedpillow,1,0.00,1
11743,jchair,1,0.00,1
11744,Desk/Shelf,1,0.00,1
11745,BOOKES,1,0.00,1
11746,RACKES,1,0.00,1
11747,waterbottiles,1,0.00,1
11748,tableside,1,0.00,1
11749,photowallmount,1,0.00,1
11750,photowallmount-2,1,0.00,1
11751,flowerwasp,1,0.00,1
11752,RandomObject,1,0.00,13
11753,RingBell,1,0.00,1
11754,SmallOrganizer,1,0.00,1
11755,puter,1,0.00,1
11756,PinBoard,1,0.00,1
11757,FileCabinent,1,0.00,1
11758,WaterContainer,1,0.00,1
11759,WoodenCubicle,1,0.00,1
11760,lrg,1,0.00,1
11761,HandSanatizer,1,0.00,1
11762,floor2part1,1,0.00,1
11763,floor2part2,1,0.00,1
11764,floor2part3,1,0.00,1
11765,floor2part4,1,0.00,1
11766,noteonrecyclyingbin,1,0.00,1
11767,objectontabel2number1,1,0.00,1
11768,objectontable2number2,1,0.00,1
11769,pictureonbillboard,1,0.00,1
11770,electricbox1,1,0.00,1
11771,electricbox2,1,0.00,1
11772,noticeonthewall2,1,0.00,1
11773,wall2section1,1,0.00,1
11774,wall2section2,1,0.00,1
11775,wall2section3,1,0.00,1
11776,HandleBar1,1,0.00,1
11777,HandleBar2,1,0.00,1
11778,Baseboard2,1,0.00,1
11779,Walls2,1,0.00,1
11780,Deadbolt,1,0.00,1
11781,OfficeSuppliesCart,1,0.00,1
11782,Counter/Shelving,1,0.00,1
11783,redcloth,1,0.00,1
11784,NAPKINHOLDER,1,0.00,4
11785,PEPPER,1,0.00,3
11786,MENU,1,0.00,2
11787,chaur,1,0.00,1
11788,chapr,1,0.00,1
11789,topoftrashcan,1,0.00,1
11790,TrashCans2,1,0.00,1
11791,FilingRack,1,0.00,1
11792,Napkinhholder,1,0.00,1
11793,NapkinHolder,1,0.00,1
11794,VanityTop,1,0.00,1
11795,SinkTrap,1,0.00,3
11796,rinter,1,0.00,1
11797,ackage,1,0.00,1
11798,mai,1,0.00,1
11799,buletinboard,1,0.00,1
11800,mailholder,1,0.00,1
11801,Peppe,1,0.00,1
11802,ADVERTISEMENT,1,0.00,1
11803,LEFTWALL,1,0.00,1
11804,FLOOR1,1,0.00,1
11805,WALLBYCOMUTER,1,0.00,1
11806,COMPUTERSCREEN,1,0.00,1
11807,DESKPART1,1,0.00,1
11808,COMPUTERCHAIR,1,0.00,1
11809,DESKPART2,1,0.00,1
11810,BIGCHAIR,1,0.00,1
11811,DARKPINKBOOK,1,0.00,1
11812,LIGHTPINKBOOK,1,0.00,1
11813,PERSONBOOK,1,0.00,1
11814,WHITEBOOK,1,0.00,1
11815,LANDSCAPEBOOK,1,0.00,1
11816,WHITEWITHWRITINGBOOK,1,0.00,1
11817,LIGHTBLUEBOOK,1,0.00,1
11818,LETTERBOOK,1,0.00,1
11819,WHITEANDBLACKBOOK,1,0.00,1
11820,PEACHBOOK,1,0.00,1
11821,HOTPNKBOOKO,1,0.00,1
11822,AQUABOOK,1,0.00,1
11823,MUSICBOOK,1,0.00,1
11824,YELLOWANDWHITEBOOK,1,0.00,1
11825,NEWSPAPER,1,0.00,1
11826,MEAARTSBOOK,1,0.00,1
11827,NOTESBOOK,1,0.00,1
11828,MUSICABOOK,1,0.00,1
11829,BLUEWITHWHITESTRIPBOOK,1,0.00,1
11830,stackofbooks1,1,0.00,1
11831,stackofbooks2,1,0.00,1
11832,stackofbooks3,1,0.00,1
11833,stackofbooks4,1,0.00,1
11834,stackofbooks5,1,0.00,1
11835,filingcabinet1,1,0.00,1
11836,filingcabinet2,1,0.00,1
11837,cubicle2,1,0.00,1
11838,nametag1,1,0.00,1
11839,nametag2,1,0.00,1
11840,airbent,1,0.00,1
11841,Photocopier,1,0.00,1
11842,DesktopFilingSystem,1,0.00,1
11843,Inbox,1,0.00,1
11844,FilingSystem,1,0.00,1
11845,MemoBoard,1,0.00,1
11846,Supplies,1,0.00,1
11847,Tote,1,0.00,1
11848,detector,1,0.00,1
11849,sugar,1,0.00,1
11850,coffeepots,1,0.00,1
11851,CopierComboMachine,1,0.00,1
11852,FilingStation,1,0.00,1
11853,PartofWall1,1,0.00,1
11854,PartofWall2,1,0.00,1
11855,bookwall,1,0.00,2
11856,flowerpots,1,0.00,1
11857,LCDmonitor,1,0.00,0
11858,CPUbox,1,0.00,1
11859,compactdisc,1,0.00,1
11860,computercable,1,0.00,1
11861,circlechair,1,0.00,0
11862,stonework,1,0.00,1
11863,wastedisposal,1,0.00,1
11864,ookcase,1,0.00,1
11865,vaseflowers,1,0.00,1
11866,onitor,1,0.00,1
11867,clarkboard,1,0.00,1
11868,mobilerack,1,0.00,1
11869,ToilerSeat,1,0.00,1
11870,Stricker,1,0.00,1
11871,PAINO,1,0.00,1
11872,Chari,1,0.00,1
11873,dusk,1,0.00,1
11874,bookshelf1,1,0.00,1
11875,bookshelf2,1,0.00,1
11876,bookshelf3,1,0.00,1
11877,bookshelf4,1,0.00,1
11878,Oven2,1,0.00,1
11879,CounterTop2,1,0.00,1
11880,chaifr,1,0.00,1
11881,advartise,1,0.00,1
11882,chairdesk,1,0.00,2
11883,tonerbox,1,0.00,4
11884,microovan,1,0.00,1
11885,baskat,1,0.00,1
11886,jambottil,1,0.00,1
11887,spraybox,1,0.00,1
11888,shelfcabord,1,0.00,0
11889,shelfcaboard,1,0.00,1
11890,sarbath,1,0.00,1
11891,graintstand,1,0.00,1
11892,cordhole,1,0.00,1
11893,revalvingchair,1,0.00,1
11894,spekars,1,0.00,1
11895,cpi,1,0.00,1
11896,floorboards,1,0.00,1
11897,maschine,1,0.00,1
11898,"bathroomstall,divider",1,0.00,1
11899,awardcase,1,0.00,1
11900,TEXT],1,0.00,1
11901,SCARF,1,0.00,1
11902,chairrester,1,0.00,1
11903,Bottlelogo,1,0.00,1
11904,Waterbottlesensor,1,0.00,1
11905,Roomnumberplaque,1,0.00,1
11906,Wallbumpprotector,1,0.00,1
11907,Waterfountainactivationbutton,1,0.00,1
11908,waterfountainactivationbutton,1,0.00,1
11909,fountainpiping,1,0.00,1
11910,basemoulding,1,0.00,1
11911,chaires,1,0.00,1
11912,WallPoster,1,0.00,1
11913,ChairSeat,1,0.00,1
11914,Deskleg,1,0.00,1
11915,TrashReceptacle,1,0.00,1
11916,RecyclingReceptacle,1,0.00,1
11917,CornerProtector,1,0.00,1
11918,Graycarpet,1,0.00,1
11919,Doorhinge,1,0.00,1
11920,Wooddoortrim,1,0.00,1
11921,LINOLEUM,1,0.00,1
11922,HANDDRYER,1,0.00,1
11923,DRAINCOVER,1,0.00,1
11924,TRASHHOLE,1,0.00,1
11925,FDLOOR,1,0.00,1
11926,WOODENTABLE,1,0.00,2
11927,XERXMACHINE,1,0.00,1
11928,chairtable,1,0.00,1
11929,swihbord,1,0.00,1
11930,wall],1,0.00,1
11931,bottomwall,1,0.00,1
11932,flesh,1,0.00,1
11933,PATIO,1,0.00,1
11934,BUSH,1,0.00,1
11935,RETAININGWALL,1,0.00,1
11936,ESTERIORWALL,1,0.00,1
11937,treess,1,0.00,1
11938,longsofa,1,0.00,1
11939,Officeshelving,1,0.00,4
11940,officeshelf,1,0.00,1
11941,wirebundle,1,0.00,1
11942,ClassRoomStage,1,0.00,1
11943,ProfessorComputerDesk,1,0.00,1
11944,YellowRug,1,0.00,1
11945,bookbinder,1,0.00,1
11946,wheelonmetal,1,0.00,1
11947,PROJECTOR,1,0.00,1
11948,PROJECTORCART,1,0.00,1
11949,NETWORKCABINET,1,0.00,1
11950,RECEYCLEBIN,1,0.00,1
11951,TEABAGS,1,0.00,1
11952,TEAPOT,1,0.00,1
11953,woodenpad,1,0.00,1
11954,stablingmachine,1,0.00,1
11955,storeroom,1,0.00,1
11956,Wall-white,1,0.00,1
11957,FloorTrim,1,0.00,1
11958,WALRED,1,0.00,1
11959,CALENDAR,1,0.00,1
11960,MONITOR3,1,0.00,1
11961,MONITOR2,1,0.00,1
11962,MONITOR1,1,0.00,1
11963,DESK1,1,0.00,1
11964,MiddleDrawer,1,0.00,1
11965,Desktop1,1,0.00,1
11966,Desktop2,1,0.00,1
11967,TopDrawer,1,0.00,1
11968,BottomDrawer,1,0.00,1
11969,BottleofHoney,1,0.00,1
11970,MiscBottle1,1,0.00,1
11971,MiscBottle2,1,0.00,1
11972,ClutterPile2,1,0.00,1
11973,BlurredBackgroundImages,1,0.00,1
11974,computerhardwere,1,0.00,1
11975,leftkickstip,1,0.00,1
11976,rightkickstrip,1,0.00,1
11977,TABLELEGS,1,0.00,1
11978,CABINWALL,1,0.00,1
11979,ICECREAM,1,0.00,1
11980,draincatch,1,0.00,1
11981,SchoolDesk7,1,0.00,1
11982,SchoolDesk1,1,0.00,1
11983,SchoolDesk2,1,0.00,1
11984,SchoolDesk3,1,0.00,2
11985,SchoolDesk4,1,0.00,2
11986,SchoolDesk5,1,0.00,2
11987,SchoolDesk6,1,0.00,2
11988,SchoolDesk8,1,0.00,1
11989,SchoolDesk9,1,0.00,1
11990,SchoolDesk10,1,0.00,2
11991,Covebase,1,0.00,7
11992,FloorThing,1,0.00,1
11993,retaurant,1,0.00,1
11994,Brakerbox,1,0.00,1
11995,WaterBootle,1,0.00,1
11996,Female,1,0.00,1
11997,meattray,1,0.00,1
11998,tug',1,0.00,1
11999,MODEM,1,0.00,1
12000,WALLBOX,1,0.00,1
12001,BATTERY,1,0.00,1
12002,SOKET,1,0.00,1
12003,bluebacket,1,0.00,1
12004,yellowbox,1,0.00,1
12005,acpoweroutlet,1,0.00,1
12006,wirecovers,1,0.00,1
12007,safedoor,1,0.00,1
12008,safelock,1,0.00,1
12009,Metalrail,1,0.00,4
12010,Roofmetal,1,0.00,4
12011,Motorwaylight,1,0.00,1
12012,WindowFraming,1,0.00,1
12013,PHOTOSTATEMACHINE,1,0.00,1
12014,windowandframe,1,0.00,1
12015,Speake,1,0.00,1
12016,Metalroof,1,0.00,3
12017,Phone?,1,0.00,1
12018,LL,1,0.00,1
12019,Bricks,1,0.00,1
12020,seal,1,0.00,1
12021,podiumdrawer,1,0.00,1
12022,WOODCABIN,1,0.00,1
12023,nook,1,0.00,1
12024,Backrest,1,0.00,10
12025,MarbleWall,1,0.00,2
12026,Stepstool,1,0.00,1
12027,WOODCHAIRS,1,0.00,1
12028,JOYSTICK,1,0.00,1
12029,SODE,1,0.00,1
12030,utilityvechical,1,0.00,1
12031,filecart,1,0.00,1
12032,washbaison.,1,0.00,1
12033,capord,1,0.00,2
12034,mirer,1,0.00,1
12035,papperbag,1,0.00,1
12036,COUP,1,0.00,1
12037,chiars,1,0.00,1
12038,desl,1,0.00,1
12039,wooddesign,1,0.00,1
12040,treefoliage,1,0.00,1
12041,pingpongpaddles,1,0.00,1
12042,heatingelement,1,0.00,1
12043,foucet,1,0.00,1
12044,shadow?.....,1,0.00,1
12045,dooropenkey,1,0.00,1
12046,sounddevice,1,0.00,1
12047,brickcolumn,1,0.00,1
12048,BaseTrim,1,0.00,1
12049,FolderFile,1,0.00,1
12050,blackfloor,1,0.00,1
12051,xeroxshop,1,0.00,1
12052,woods,1,0.00,2
12053,groun,1,0.00,1
12054,CHAIRLEGS,1,0.00,1
12055,"TABLE,CHAIR",1,0.00,2
12056,SHRUB,1,0.00,1
12057,beanch,1,0.00,1
12058,swichbord,1,0.00,1
12059,Plantcontainer,1,0.00,1
12060,BORDER,1,0.00,1
12061,WoodenSupport,1,0.00,1
12062,surface,1,0.00,1
12063,cat5cableorphonecable,1,0.00,1
12064,conferencehall,1,0.00,1
12065,gluebottle,1,0.00,1
12066,toolkit,1,0.00,1
12067,tapemeasurer,1,0.00,1
12068,MultiMeter,1,0.00,1
12069,AccordionFile,1,0.00,2
12070,PresentationBoard,1,0.00,1
12071,USBDrive,1,0.00,1
12072,toilettub,1,0.00,1
12073,teabaye,1,0.00,0
12074,halfofdoor,1,0.00,1
12075,BACKET,1,0.00,1
12076,WoodenTable,1,0.00,1
12077,smalllightswitch,1,0.00,1
12078,largelightswitch,1,0.00,1
12079,BlackWall,1,0.00,1
12080,PRINTEDSHEET,1,0.00,1
12081,COUMPUTER,1,0.00,1
12082,OutletInternet,1,0.00,2
12083,AnnouncementBoard1,1,0.00,1
12084,AnnouncementBoard2,1,0.00,1
12085,InformationBoard1,1,0.00,1
12086,InformationBoard2,1,0.00,1
12087,brownbox,1,0.00,1
12088,stackedchair,1,0.00,1
12089,leftsidedesk,1,0.00,1
12090,rightsidedesk,1,0.00,1
12091,Sky,1,0.00,6
12092,SeatCushion(Back),1,0.00,3
12093,SeatCushion(Seat),1,0.00,3
12094,SeatBoothFrame,1,0.00,3
12095,BoothTable,1,0.00,1
12096,WoodenWalkway(Far),1,0.00,1
12097,WoodenWalkway(Near),1,0.00,1
12098,BlueItem,1,0.00,1
12099,spiralmachine,1,0.00,1
12100,witchboard,1,0.00,1
12101,Source,1,0.00,1
12102,TAILS,1,0.00,2
12103,Waterthermo,1,0.00,1
12104,Ribbon,1,0.00,2
12105,Blueobject,1,0.00,1
12106,OutletPower,1,0.00,1
12107,overheadprojectorcart,1,0.00,1
12108,connectionplug,1,0.00,1
12109,vehiclebattery,1,0.00,7
12110,misccables,1,0.00,2
12111,batterycharger,1,0.00,2
12112,miscobject,1,0.00,1
12113,dinningtablesteam,1,0.00,1
12114,mailboxes,1,0.00,1
12115,BathDoor,1,0.00,1
12116,FlushLever,1,0.00,1
12117,garbagedisposalswitch,1,0.00,1
12118,floors,1,0.00,1
12119,WallCorner,1,0.00,1
12120,wheelofrollingchair,1,0.00,1
12121,CHAIR14,1,0.00,16
12122,Brick,1,0.00,1
12123,lectureroom,1,0.00,1
12124,lever,1,0.00,1
12125,table#1,1,0.00,1
12126,chair#6,1,0.00,1
12127,chair#7,1,0.00,1
12128,chair#8,1,0.00,1
12129,chair#9,1,0.00,1
12130,chair#10,1,0.00,1
12131,wair,1,0.00,1
12132,woodpad,1,0.00,1
12133,deskbottom,1,0.00,2
12134,aman'shand,1,0.00,1
12135,Magizine,1,0.00,1
12136,bullentinboard,1,0.00,1
12137,neonlights,1,0.00,4
12138,rollingtable,1,0.00,1
12139,greenmat,1,0.00,1
12140,playcort,1,0.00,1
12141,whitepartitions,1,0.00,1
12142,Field,1,0.00,1
12143,Center,1,0.00,0
12144,Wallsign,1,0.00,2
12145,backdropsheet,1,0.00,1
12146,gadge,1,0.00,1
12147,grayfloor,1,0.00,1
12148,cordmess,1,0.00,1
12149,white2x4boarder,1,0.00,2
12150,outsideboarderofgreenfloor,1,0.00,0
12151,insideboarderofgreenfloor,1,0.00,2
12152,Whiteinsidelineonfloor,1,0.00,1
12153,thirdgreenfloor,1,0.00,1
12154,grayobject,1,0.00,1
12155,somethingonlabtable,1,0.00,1
12156,floorsoccergame,1,0.00,1
12157,ChairGallery,1,0.00,2
12158,rowyourboat,1,0.00,2
12159,asile,1,0.00,1
12160,recycletrashcan,1,0.00,1
12161,dolley,1,0.00,1
12162,DustBox,1,0.00,1
12163,Cab-Board,1,0.00,1
12164,TISSUEPAPERSTAND,1,0.00,1
12165,tomato,1,0.00,1
12166,Chairbywindow,1,0.00,1
12167,cornerofchair,1,0.00,1
12168,objectontable,1,0.00,1
12169,Knocb,1,0.00,3
12170,wirellesrouter,1,0.00,1
12171,Booka,1,0.00,1
12172,Ethernetcord,1,0.00,1
12173,Luggauge,1,0.00,1
12174,GUN,1,0.00,1
12175,HANNDICRAFT,1,0.00,1
12176,largedesk,1,0.00,1
12177,Pilloe,1,0.00,1
12178,EntertainmentStand,1,0.00,1
12179,Log,1,0.00,1
12180,pbject,1,0.00,1
12181,HUTCH,1,0.00,1
12182,refigerator,1,0.00,1
12183,ISLANDCABINETS,1,0.00,1
12184,ISLANDCOUNTERTOP,1,0.00,1
12185,WOODENSPOONS,1,0.00,1
12186,KNIFEBLOCK,1,0.00,1
12187,CUTTINGBOARD,1,0.00,1
12188,UNIDENTIFIEABLE,1,0.00,1
12189,GRINDER,1,0.00,1
12190,WOODENSPOONRACK,1,0.00,1
12191,jarlid,1,0.00,1
12192,jer,1,0.00,1
12193,sup,1,0.00,1
12194,woodenspoons,1,0.00,1
12195,potatos,1,0.00,1
12196,cooldrinksbottles,1,0.00,1
12197,cooldrinksbottle,1,0.00,1
12198,woodenhead,1,0.00,1
12199,potholders,1,0.00,1
12200,gasstovetop,1,0.00,1
12201,Suuplies,1,0.00,1
12202,multi-panedwindow,1,0.00,3
12203,rolldownshade,1,0.00,1
12204,woodrockingchair,1,0.00,1
12205,smalldrawerunit,1,0.00,1
12206,largedrawerunit,1,0.00,1
12207,bentwoodchair,1,0.00,1
12208,Cookbook,1,0.00,1
12209,Cookiepot,1,0.00,1
12210,faccade,1,0.00,1
12211,Thermomether,1,0.00,1
12212,shavingset,1,0.00,2
12213,mcb,1,0.00,1
12214,doornobereflection,1,0.00,1
12215,hangerreflection,1,0.00,1
12216,shirtreflection,1,0.00,1
12217,roofreflection,1,0.00,1
12218,wallreflection,1,0.00,1
12219,airfanreflection,1,0.00,1
12220,pipereflection,1,0.00,1
12221,shavingblade,1,0.00,1
12222,trimmer,1,0.00,1
12223,Lanb,1,0.00,1
12224,sheers,1,0.00,1
12225,bodyspray,1,0.00,1
12226,Plasticziplockbagwithtoiletries,1,0.00,1
12227,Tubeoftoothpaste,1,0.00,1
12228,Emptytoothpastebox,1,0.00,1
12229,Plasticbagwithtoiletries,1,0.00,1
12230,Plasticbagreflection,1,0.00,1
12231,Bottleofmouthwash,1,0.00,1
12232,telephhone,1,0.00,1
12233,poto,1,0.00,1
12234,Timepease,1,0.00,1
12235,soapstand,1,0.00,1
12236,shavingracer,1,0.00,1
12237,washarea,1,0.00,1
12238,roomseeling,1,0.00,1
12239,Flushtankcover,1,0.00,1
12240,FlushTank,1,0.00,1
12241,Toiletbag,1,0.00,1
12242,Handwash,1,0.00,1
12243,WEall,1,0.00,1
12244,CleaningPaper,1,0.00,1
12245,PowderBox,1,0.00,1
12246,SoftToy,1,0.00,1
12247,powserbox,1,0.00,1
12248,makeupitems,1,0.00,1
12249,tablecoveredwithcloth,1,0.00,4
12250,CoffieTable,1,0.00,1
12251,TvStand,1,0.00,1
12252,WallCharger,1,0.00,1
12253,Pillow.,1,0.00,1
12254,officetablw,1,0.00,1
12255,divingwall,1,0.00,1
12256,windowgrill,1,0.00,1
12257,gasoven,1,0.00,1
12258,mixergrinder,1,0.00,1
12259,toothbrushcup,1,0.00,1
12260,portableheater,1,0.00,1
12261,SALB,1,0.00,1
12262,basincleaner,1,0.00,1
12263,treasurechest,1,0.00,1
12264,electornicitem,1,0.00,1
12265,scrabpad,1,0.00,1
12266,nightlight,1,0.00,1
12267,toyhelicopter,1,0.00,1
12268,legoperson,1,0.00,1
12269,toycow,1,0.00,1
12270,handrial,1,0.00,1
12271,hamstertoy,1,0.00,1
12272,dinosaur,1,0.00,1
12273,lobster,1,0.00,1
12274,stegosaurus,1,0.00,1
12275,CABLEBOX,1,0.00,1
12276,DVDPLAYER,1,0.00,1
12277,TISSUEBOX,1,0.00,1
12278,GAMECONSOLE,1,0.00,1
12279,STAIRRAILING,1,0.00,1
12280,ALCOVE,1,0.00,1
12281,pumpdispenser,1,0.00,1
12282,gardentub,1,0.00,1
12283,accesspanel,1,0.00,1
12284,PopTartbox,1,0.00,1
12285,bagofsnacks,1,0.00,1
12286,filledcovers,1,0.00,1
12287,razer,1,0.00,1
12288,nintendo,1,0.00,1
12289,pdapers,1,0.00,1
12290,someelectricalgood,1,0.00,1
12291,Foosball,1,0.00,1
12292,shetter,1,0.00,3
12293,carpetedflloor,1,0.00,1
12294,dryeraseboardwithshelf,1,0.00,1
12295,anotherroom,1,0.00,1
12296,PoolTable,1,0.00,1
12297,CementPillar,1,0.00,1
12298,Thermastat,1,0.00,1
12299,LineoleumFloor,1,0.00,1
12300,RollingWhiteBoard,1,0.00,1
12301,CoarkBoardPresentation,1,0.00,1
12302,OfficeSpaceWall/Window,1,0.00,2
12303,klosetduduk,1,0.00,1
12304,mattess,1,0.00,1
12305,cot',1,0.00,1
12306,counterreflection,1,0.00,1
12307,sinkreflection,1,0.00,1
12308,towelreflection,1,0.00,1
12309,faucetrefletion,1,0.00,1
12310,toothbrushreflection,1,0.00,1
12311,lotionreflection,1,0.00,1
12312,capreflection,1,0.00,1
12313,tubereflection,1,0.00,1
12314,coster,1,0.00,1
12315,toiletlidreflection,1,0.00,1
12316,Luggagerack,1,0.00,5
12317,Electricalplug,1,0.00,2
12318,wallwoodenwork,1,0.00,1
12319,walldecorate,1,0.00,2
12320,Llight,1,0.00,1
12321,aircooleroutlet,1,0.00,1
12322,Backback,1,0.00,1
12323,TecherDesk,1,0.00,1
12324,bouncer,1,0.00,3
12325,playrug,1,0.00,3
12326,plushtoyarch,1,0.00,2
12327,plushtoybox,1,0.00,0
12328,ridecar,1,0.00,1
12329,toygrocerycart,1,0.00,1
12330,wagon,1,0.00,1
12331,junglegymplayset,1,0.00,2
12332,doorwithglass,1,0.00,1
12333,kidstoyhome,1,0.00,1
12334,bridge,1,0.00,2
12335,homeentrance,1,0.00,1
12336,toyfireengine,1,0.00,1
12337,toyscooter,1,0.00,1
12338,climbingtoy,1,0.00,1
12339,mirroredcabinet,1,0.00,1
12340,toycarriage,1,0.00,1
12341,toywall,1,0.00,1
12342,toyfiretruck,1,0.00,1
12343,partiotion,1,0.00,1
12344,connectionbox,1,0.00,1
12345,lunchroomfloor,1,0.00,1
12346,utensilbin,1,0.00,1
12347,kitchencounterwithdrawers,1,0.00,1
12348,Bowl?,1,0.00,1
12349,cockingmaterial,1,0.00,2
12350,"coffeecup,misc.",1,0.00,1
12351,plug/phonejack,1,0.00,1
12352,pear,1,0.00,1
12353,thread,1,0.00,1
12354,callendar,1,0.00,1
12355,taible,1,0.00,1
12356,coffeebup,1,0.00,1
12357,Whiteborad,1,0.00,1
12358,powercard,1,0.00,1
12359,partion,1,0.00,1
12360,piperod,1,0.00,1
12361,monsterenergydrink,1,0.00,1
12362,report,1,0.00,1
12363,cabel,1,0.00,1
12364,lcdtelevision,1,0.00,1
12365,player,1,0.00,1
12366,noteholder,1,0.00,1
12367,computersmonitor,1,0.00,1
12368,redcomputerchair,1,0.00,1
12369,turntable,1,0.00,1
12370,Ethernetport,1,0.00,1
12371,overheadlights,1,0.00,2
12372,aircontitioner,1,0.00,1
12373,boxingbag,1,0.00,1
12374,boxingkitbag,1,0.00,1
12375,balkani,1,0.00,1
12376,aislefloor,1,0.00,3
12377,electroniceuipment,1,0.00,1
12378,Blackness,1,0.00,1
12379,PLASTICCASE,1,0.00,3
12380,METALCABINET,1,0.00,4
12381,mobilewhiteboard,1,0.00,1
12382,projectorboard,1,0.00,2
12383,whiteboardholder,1,0.00,1
12384,cabint,1,0.00,1
12385,scafolding,1,0.00,4
12386,whiteboardscreen,1,0.00,1
12387,hoarding,1,0.00,1
12388,powerpointbox,1,0.00,1
12389,rollingwhiteboard,1,0.00,1
12390,BORD,1,0.00,1
12391,monitoe,1,0.00,1
12392,ClockRadio,1,0.00,1
12393,toiletrybasket,1,0.00,1
12394,badgenecklace,1,0.00,1
12395,paperoncorkboard,1,0.00,1
12396,papersondesk,1,0.00,1
12397,computercooler,1,0.00,1
12398,flowervash,1,0.00,1
12399,pencilbox,1,0.00,1
12400,cycleaheel,1,0.00,1
12401,applecomputer,1,0.00,1
12402,collapsibletable,1,0.00,1
12403,WD-40,1,0.00,1
12404,TOOLBOX,1,0.00,1
12405,storagestand,1,0.00,2
12406,standwithmechanicalinstrument,1,0.00,1
12407,DoorWedge,1,0.00,1
12408,Toolbox,1,0.00,1
12409,Airpump,1,0.00,1
12410,Aircompressor,1,0.00,1
12411,metalcontainer,1,0.00,5
12412,boxfan,1,0.00,1
12413,FRYPAN,1,0.00,1
12414,STEELPOT,1,0.00,1
12415,OpenDrawer,1,0.00,1
12416,PotsandPans,1,0.00,2
12417,TrashBags,1,0.00,2
12418,Sandals,1,0.00,1
12419,PileofClothes,1,0.00,1
12420,Suitcases,1,0.00,1
12421,Keyboard/Mouse,1,0.00,1
12422,fleshout,1,0.00,1
12423,tissuepapper,1,0.00,1
